document_id,artifact_hash,source_id,kaynak_ailesi,urun_kategorileri,belge_turu,ikincil_belge_turu,arastirma_niyeti,icerik_durumu,siniflandirma_gerekcesi,icerik_gerekcesi,belirsizlik,olcum_kaniti_uretir_mi
doc-aaaa3d7d8c56,d877113532a58476a32a96fce4185f85a82cddef53e1eda407d57daf82987f35,source-0161,(aile atanmamış),ortak-havuz,politika-dosyasi,,,politika,yöntem robots_preflight,yöntem robots_preflight,dil belirlenemedi,hayir
doc-4e376f250de5,8696ef25979be80b97b0a8edaa2ab9b242a18690072abadd104c42b4e2683a3c,source-0161,(aile atanmamış),ortak-havuz,politika-dosyasi,,,politika,yöntem robots_preflight,yöntem robots_preflight,dil belirlenemedi,hayir
doc-b29e1fdc27f6,e6761e288dd17c741b82b742c45cf46f7c91da7ca472552fe4af8134f94681bf,source-0181,(aile atanmamış),ortak-havuz,belirsiz,,,gercek-icerik,"URL yolu '/reviews' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 4792 karakter,belge türü belirlenemedi,hayir
doc-bd9a6e09bb4e,0e6f5f08803adf60b2170183c2b09e21b09874563484e1569836d398ec147e39,source-0181,(aile atanmamış),ortak-havuz,politika-dosyasi,,,politika,yöntem robots_preflight,yöntem robots_preflight,dil belirlenemedi,hayir
doc-89c49a37b76b,2cf9ab5695b7d54e867dc5db7e01a24fff12341eb5c28014fa25c32f5e62e2f9,source-0572,"Haber, basın ve sektör yayınları",ortak-havuz,belirsiz,,"rakip-kim, talep-yonu",gercek-icerik,"URL yolu '/page/2/' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 8423 karakter,belge türü belirlenemedi,hayir
doc-ee3b29147a5f,0178d46b789a73dd8dd62320270597e141e9b7bbf0a92f969c5c87edd85a4742,source-0572,"Haber, basın ve sektör yayınları",ortak-havuz,ana-sayfa,,"rakip-kim, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 8546 karakter,,hayir
doc-d1737cd6c34a,e2f5475cae2dd08638669c9548fa9275171190cc2730be721f8bef4429eefad0,source-0572,"Haber, basın ve sektör yayınları",ortak-havuz,besleme,,"rakip-kim, talep-yonu",besleme,yöntem rss_feed,yöntem rss_feed,,evet
doc-9cfb6f56207d,80f036b182ca9ac392b1108a98d842ba9602c42b4835c9eb6401a948d1980a73,source-0572,"Haber, basın ve sektör yayınları",ortak-havuz,sitemap,,"rakip-kim, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-edf96574dc77,28ccd4c2ebe1d777eff5b64ff7c356a7fbf2b06cabee75edd2953a824a5cff35,source-0413,Patent ve marka,ortak-havuz,belirsiz,,giris-engeli,arsiv,"URL yolu '/ec2/classheadings/' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor","Common Crawl kopyası, görünür metin 9747 karakter",belge türü belirlenemedi,hayir
doc-b5931d6c5917,708b50c3d0400e097a3b69db07e20cc2d689c878a14475c4fc14bd2cddd734b0,source-0333,Akademik araştırma ve bilimsel yayınlar,ortak-havuz,sitemap,,"giris-engeli, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-87f7efcaebe4,6af22b2854245c2653e1860f90abf417841277097a8ab4d23b51b71cefc88c1a,source-0394,"Finans ve fintech dikeyi, Regülasyon ve hukuk kaynakları",ortak-havuz,belirsiz,,"giris-engeli, rakip-kim",gercek-icerik,"URL yolu '/homepage' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 10954 karakter,belge türü belirlenemedi,hayir
doc-84cb20820bb9,4498a2fb35484b83ff934a6d3205c26069dd5a41dbb121ef5a53b5c4857712b4,source-0436,Finans ve fintech dikeyi,ortak-havuz,belirsiz,,"giris-engeli, rakip-kim",gercek-icerik,"URL yolu '/home/html/index.en.html' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 55611 karakter,belge türü belirlenemedi,hayir
doc-0a656f7b7176,c9ac0dee6c25d6cb4f2e14a2980fa76429fc9a8fa442028276cc5631c29afb1a,source-0436,Finans ve fintech dikeyi,ortak-havuz,sitemap,,"giris-engeli, rakip-kim",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-4f1356c2deb0,418f8ff672178f5f3a5d34f7a9eec63f8431657264dba02a645d2ead811c6613,source-0391,Regülasyon ve hukuk kaynakları,ortak-havuz,belirsiz,,giris-engeli,gercek-icerik,"URL yolu '/select-language' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 334 karakter,belge türü belirlenemedi,hayir
doc-00e3f2b08cd7,87d2178fcb4dd1709b70e4c99a7da4088543ed611735d506331cdb6ef9a15deb,source-0392,Regülasyon ve hukuk kaynakları,ortak-havuz,belirsiz,,giris-engeli,gercek-icerik,"URL yolu '/home_en' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 3839 karakter,belge türü belirlenemedi,hayir
doc-cc9188740214,fb7beb0b2309e7c0982ff7fbf165ae410113e8f28abf920f26af352fdc11d7bf,source-0267,"Şirket, yatırım ve startup verisi",ortak-havuz,belirsiz,,rakip-kim,arsiv,"URL yolu '/3-my-rights-after-trial/el-0_en' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor","Common Crawl kopyası, görünür metin 9011 karakter",belge türü belirlenemedi,hayir
doc-b863db524518,e0163cf09805fcc948f974345c031bffa93607b50efa411229b3d9b6075a84ef,source-0393,"Regülasyon ve hukuk kaynakları, Sağlık ve biyoteknoloji dikeyi",ortak-havuz,belirsiz,,"giris-engeli, talep-var-mi",gercek-icerik,"URL yolu '/en/homepage' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 7350 karakter,belge türü belirlenemedi,hayir
doc-e8397a1a913c,f465f46adab60c28e65a024325e78617da1291a5093566318a2e7feeb384faff,source-0393,"Regülasyon ve hukuk kaynakları, Sağlık ve biyoteknoloji dikeyi",ortak-havuz,sitemap,,"giris-engeli, talep-var-mi",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-8b26e285e6ae,8ee867f85e2ef050b3d2bc0a306509cf589efeed4507355eb9c73180adde560d,source-0395,Regülasyon ve hukuk kaynakları,ortak-havuz,ana-sayfa,,giris-engeli,gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 7136 karakter,,hayir
doc-29a08b5af9b4,958846bb30b4ea21416cce17d8d80eee652bff411ff1a325ade64f4df30a5690,source-0487,"Seyahat, konaklama ve mobilite dikeyi",ortak-havuz,ana-sayfa,,"odeme-istegi, rakip-kim",js-kabugu,URL yolu kök ve kayıt/liste/fiyat işareti yok,400000 bayt HTML ama görünür metin 67 karakter,dil belirlenemedi,hayir
doc-3a8e65a048cc,7e4855c052aa9998472d438858f97f7328fad5a7f24350a630993fea42a72a8a,source-0229,"Trafik, SEO, anahtar kelime ve trend",ortak-havuz,ana-sayfa,,"talep-var-mi, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 11791 karakter,,hayir
doc-f333a0f1d1e0,456e5611b9abd43c7d172538647ab09e8c430ff5e33b8ebd8a2f6f768ce96dd4,source-0106,Mobil uygulama mağazaları,consumer-mobile-web,besleme,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi, rakip-kim, sikayet-ne, talep-var-mi, talep-yonu",besleme,yöntem rss_feed,yöntem rss_feed,,evet
doc-1b86172af815,defc9c643cd746ac9ae490e5974a5011dd0ee9f19872c2164b842b0226b35330,source-0106,Mobil uygulama mağazaları,consumer-mobile-web,sitemap,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi, rakip-kim, sikayet-ne, talep-var-mi, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-a8f8aab661de,703d012964de4b44a7ef17ef278541ab0e94c7743c48e2bb4815d8439adfeac2,source-0074,Ürün lansmanı ve startup toplulukları,ortak-havuz,politika-dosyasi,,"rakip-kim, sikayet-ne",politika,yöntem robots_preflight,yöntem robots_preflight,dil belirlenemedi,hayir
doc-e8ab4763dbbe,6dc6e048d337f9f673706cfddc036c9b21d7a423fb5f515ef8f630522fa303e9,source-0080,Sosyal ağlar ve açık topluluklar,ortak-havuz,politika-dosyasi,,"sikayet-ne, ulasilabilir-mi",politika,yöntem robots_preflight,yöntem robots_preflight,,hayir
doc-a664732ec757,934ce4f853a7c690e7cf61c1f1f001b16e37506923d444b082e5563685d64204,source-0080,Sosyal ağlar ve açık topluluklar,ortak-havuz,politika-dosyasi,,"sikayet-ne, ulasilabilir-mi",politika,yöntem robots_preflight,yöntem robots_preflight,,hayir
doc-f4f82efbd239,934ce4f853a7c690e7cf61c1f1f001b16e37506923d444b082e5563685d64204,source-0172,(aile atanmamış),ortak-havuz,politika-dosyasi,,,politika,yöntem robots_preflight,yöntem robots_preflight,,hayir
doc-7e40151264e4,934ce4f853a7c690e7cf61c1f1f001b16e37506923d444b082e5563685d64204,source-0311,"Yerel işletme, harita ve hizmet dizinleri",local-service,politika-dosyasi,,"cografi-yogunluk, doygun-mu, odeme-istegi, rakip-kim",politika,yöntem robots_preflight,yöntem robots_preflight,,hayir
doc-a11398d63567,73c55f8df1031c6b1f1df4ea2dd8ef2f9d7e38c768ca4292090e067ef75da1a2,source-0071,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 3053 karakter,,hayir
doc-77d559540e9a,ce2fc39ed1fd9c2f5fd43a1fa355a9b1ddfd090ce1ecb0e03ae7ea032f237081,source-0568,"Haber, basın ve sektör yayınları",ortak-havuz,ana-sayfa,,"rakip-kim, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 2625 karakter,,hayir
doc-1f9cae06f748,d6650df5fdf3162b7f66050d73435e011eaff6511932e9d04e66e66514c3d243,source-0067,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 16060 karakter,,hayir
doc-9cf6e6b9a0cd,2410a1bab111a6caf8f7b0e374c793b789c0deb6c0806476ce03e73b625c265d,source-0067,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 16055 karakter,,hayir
doc-8f61465706d8,bebe54dc9d888afcafb4ca0758cf87baaced83472b64c91eb4bc0373a890fcaa,source-0396,Regülasyon ve hukuk kaynakları,ortak-havuz,ana-sayfa,,giris-engeli,arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 6626 karakter",,hayir
doc-d399df9a7b5c,4cfea4298e00fa6dde8d9204f02409a1c0422d456d12b96fa5bbb69661c35ce8,source-0432,Finans ve fintech dikeyi,ortak-havuz,ana-sayfa,,"giris-engeli, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 12381 karakter,,hayir
doc-bcff7ad791c6,e5e0d672a79e54eaf993bef3352307e4d22e1f19a7df0dd206bd1c8a8e70e618,source-0363,Kamu verisi ve istatistik,ortak-havuz,ana-sayfa,,talep-var-mi,gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 3666 karakter,,hayir
doc-c9e79adb6a83,2f268560a418df0d7c5c7d2b5be2f55a0f24d91bb4c8da55a3c1a2378d31693a,source-0349,Akademik araştırma ve bilimsel yayınlar,ortak-havuz,api-yaniti,,"giris-engeli, talep-yonu",api-yaniti,MIME application/json,MIME application/json,,evet
doc-12f84044a757,bf2eed64ca2009460ab94c82d240106d3d350f3d37c0e5e7abbbecbbc1b2f307,source-0144,"SaaS, yazılım ve hizmet inceleme siteleri",b2b-saas,ana-sayfa,,"doygun-mu, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi, ulasilabilir-mi",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 21309 karakter,,hayir
doc-589b9da42cc5,715b44ade57b651bf15669813988393a40bd192f34bc656c139b48ab28e9c707,source-0438,Finans ve fintech dikeyi,ortak-havuz,ana-sayfa,,"giris-engeli, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 7008 karakter,,hayir
doc-12c616435f12,893e564aa3273e6ca36b43393b1125814fbdc80c7f81d62b1a89f0c44c8c0d34,source-0558,"Haber, basın ve sektör yayınları",ortak-havuz,ana-sayfa,,"rakip-kim, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 17033 karakter,,hayir
doc-f371497d2180,166a64b6002957e0a0ea4f316a4530f104480241565cf099c18a033864b14182,source-0558,"Haber, basın ve sektör yayınları",ortak-havuz,ana-sayfa,,"rakip-kim, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 17031 karakter,,hayir
doc-2d80b4b6aea4,b96702b023866f74d649f16f9f0a4ac320141d7f1d0a027b029292deb7c91898,source-0558,"Haber, basın ve sektör yayınları",ortak-havuz,sitemap,,"rakip-kim, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-b902d725aeb7,057989e69760a45a86cd1e6356fc8f512037bf92228e5b6d2538d02dbe44fc23,source-0558,"Haber, basın ve sektör yayınları",ortak-havuz,sitemap,,"rakip-kim, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-00fd12b66f1f,278737a692437ac83a69d19f0cbb44f1ae1da1852fa11d8176cbd1712e1517ac,source-0016,Genel web arama ve keşif,ortak-havuz,ana-sayfa,,,gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 17153 karakter,,hayir
doc-0dbe6bf144b3,cfae0ed958ae4829c7af99817d833fe368ba60d05a9d085a44bd90931e26bf7e,source-0110,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları","b2b-saas, consumer-mobile-web, ecommerce-enablement",belirsiz,,"doygun-mu, odeme-istegi, platform-kendi-ekler-mi, platform-politikasi, talep-var-mi",gercek-icerik,"URL yolu '/en-us/firefox/' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",görünür metin 6073 karakter,belge türü belirlenemedi,hayir
doc-ef694b15a928,ff38a9118b9e855cdbf954a51f35ff22133cdf1aba864221dce30064e7d46df8,source-0292,İş ilanları ve yetenek talebi,b2b-saas,ana-sayfa,,"talep-var-mi, talep-yonu, ulasilabilir-mi",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 9373 karakter",,hayir
doc-40eee4039c91,2f8974703805b7ecce5eeff71c12f94c5351c9b34531e04bdffe70bf8c5534e1,source-0503,"Seyahat, konaklama ve mobilite dikeyi",ortak-havuz,ana-sayfa,,"odeme-istegi, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 3110 karakter,,hayir
doc-79b3e9decbbb,29e98ab89e88236d171f529a26cb95984f1021926f62c26e9a0656cebf364b5d,source-0567,"Haber, basın ve sektör yayınları",ortak-havuz,politika-dosyasi,,"rakip-kim, talep-yonu",politika,yöntem robots_preflight,yöntem robots_preflight,,hayir
doc-b2d3a92447c9,b69005b8429668993d25e386be69601188b127d21681377fa990c773eb0c0aea,source-0567,"Haber, basın ve sektör yayınları",ortak-havuz,sitemap,,"rakip-kim, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,,hayir
doc-870fa9b537ec,abb98e908c8bae6ac9e3ed5f0ed6c13f2647f136c9ea0a472ddc48ca937792b4,source-0567,"Haber, basın ve sektör yayınları",ortak-havuz,sitemap,,"rakip-kim, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,,hayir
doc-4d3f64897b51,84b9268392ebe2a76c77f972e4741439e882b792ec5f19553cc81b553aac9df9,source-0635,Türkiye startup ve teknoloji ekosistemi,ortak-havuz,ana-sayfa,,"rakip-kim, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 15070 karakter,,hayir
doc-d275fe8a64d7,321e42b532481b9b2d7d63a00d4a24c1ad424fcc06aa767255fe2dd8e7d55c88,source-0304,"Yeme-içme ve teslimat dikeyi, Yerel işletme, harita ve hizmet dizinleri",local-service,ana-sayfa,,"cografi-yogunluk, doygun-mu, odeme-istegi, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 8435 karakter,,hayir
doc-3763bf9685fd,ce99619205a139c2865bcccca5bf02b33645ec5c5c67bc9c033e70d6fc6cb174,source-0304,"Yeme-içme ve teslimat dikeyi, Yerel işletme, harita ve hizmet dizinleri",local-service,besleme,,"cografi-yogunluk, doygun-mu, odeme-istegi, rakip-kim",besleme,yöntem rss_feed,yöntem rss_feed,,evet
doc-556aa2629598,8d2375fa2bbabc792cc77e777286c1c95af51697d8e832d48e0a58cfef11a17a,source-0433,Finans ve fintech dikeyi,ortak-havuz,ana-sayfa,,"giris-engeli, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 3673 karakter,,hayir
doc-c6974500649c,f7bb6b0f3828b449e52dff459c4953654e973bdf28d944dd934f2319cc54e4e8,source-0433,Finans ve fintech dikeyi,ortak-havuz,ana-sayfa,,"giris-engeli, rakip-kim",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 2559 karakter,,hayir
doc-40ad5c1e519a,948ff48c409a6a26c0fe65b25b7997ea4e89c64384c7ba434101a0848594c5f6,source-0463,Eğitim dikeyi,ortak-havuz,ana-sayfa,,"talep-var-mi, ulasilabilir-mi",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 14391 karakter",,hayir
doc-d48eb8012719,e2be3f298b85658c5c0b62722b490bc82c9ffe2d945269a5db24a3754811eaca,source-0062,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 5341 karakter,,hayir
doc-92daeaa1ca03,075fb07a850271405cc6801b110006f2af11b7c420037961c885cb45daee4a49,source-0062,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 5341 karakter,,hayir
doc-a03395244a9d,821a30c64784c44fe54be82e6308376ca38859812d8b12ad091803bb8db55fa1,source-0134,"Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları, SaaS, yazılım ve hizmet inceleme siteleri",b2b-saas,ana-sayfa,,"doygun-mu, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi, ulasilabilir-mi",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 10225 karakter",,hayir
doc-1400d65aa7cb,821a30c64784c44fe54be82e6308376ca38859812d8b12ad091803bb8db55fa1,source-0465,Eğitim dikeyi,ortak-havuz,ana-sayfa,,"talep-var-mi, ulasilabilir-mi",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 10225 karakter",,hayir
doc-e06a47dee657,821a30c64784c44fe54be82e6308376ca38859812d8b12ad091803bb8db55fa1,source-0064,Ürün lansmanı ve startup toplulukları,ortak-havuz,ana-sayfa,,"rakip-kim, sikayet-ne",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 10225 karakter",,hayir
doc-ba59ca5d2762,2c50eefe1237931b0ddc75cff2a37ba40df6e4ec786fcfe5a68e7e70061bc0ad,source-0633,Türkiye startup ve teknoloji ekosistemi,ortak-havuz,besleme,,"rakip-kim, talep-yonu",besleme,yöntem rss_feed,yöntem rss_feed,,evet
doc-aa8581582de6,59538ed709137a596fd4d35058ea8f6bc2b8024364f00f8e12424084cc57acdf,source-0530,Oyun dikeyi,consumer-mobile-web,ana-sayfa,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 12515 karakter,,hayir
doc-f6234122669b,7da986c131e0a7c40cc1f18014e85da8a0867a05fe043058d756b607c1be51c5,source-0389,Regülasyon ve hukuk kaynakları,ortak-havuz,ana-sayfa,,giris-engeli,js-kabugu,URL yolu kök ve kayıt/liste/fiyat işareti yok,20989 bayt HTML ama görünür metin 24 karakter,dil belirlenemedi,hayir
doc-84e55877ec83,31ea677d7c5fc798462156796fc95f89337d41ba7a1fed8ddddcb25bc1d40f6b,source-0136,"Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları, SaaS, yazılım ve hizmet inceleme siteleri",b2b-saas,ana-sayfa,,"doygun-mu, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi, ulasilabilir-mi",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 3161 karakter,,hayir
doc-b413875af6a4,f0b7b5da845602eb8d29ffeffc2792cfc55b3054eb53c42c567c08697401049e,source-0495,"Seyahat, konaklama ve mobilite dikeyi",ortak-havuz,sitemap,,"odeme-istegi, rakip-kim",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-9703069da0a5,be785ce628d803e0a167338c2f853ed567936c0a92b7d6ccdd970fae54d696eb,source-0017,"Yapay zekâ modeli, veri seti ve agent ekosistemi, Yazılım geliştirici ve teknik topluluklar",developer-tool,api-yaniti,arama-sonucu,"birim-maliyet, doygun-mu, lisans-modeli, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi",api-yaniti,MIME application/json,MIME application/json,,evet
doc-e41ca4220bfe,8adf1c4c9247e0160829d5c75c48687715d42dbc26a5b3a8f0f8c5b009498c8b,source-0018,Yazılım geliştirici ve teknik topluluklar,developer-tool,sitemap,,"doygun-mu, lisans-modeli, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-847f9a78b986,f63c3c8ba270339aec7a54d8f926d62d011868b5a15f93f1d87718f3070d1f80,source-0018,Yazılım geliştirici ve teknik topluluklar,developer-tool,sitemap,,"doygun-mu, lisans-modeli, odeme-istegi, rakip-kim, sikayet-ne, talep-var-mi",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-a06bad2138aa,695e3651369450c25523c41a624637bc2f6790b0bb5ca1f5fd5c1abe8eb468e2,source-0547,"Yapay zekâ modeli, veri seti ve agent ekosistemi",developer-tool,ana-sayfa,,"birim-maliyet, doygun-mu, lisans-modeli, odeme-istegi, rakip-kim",gercek-icerik,kök yolda ana sayfa; sayfanın kendini tarif eden işaretleri (kayit-sayfasi işareti var ama eşiğin altında),görünür metin 12724 karakter,,hayir
doc-ca6e8b097581,81debf5006d1cfdfe0eac046cf7b042dbe96b045b76e2b28489b3edc1c80f8ff,source-0230,"Trafik, SEO, anahtar kelime ve trend",ortak-havuz,ana-sayfa,,"talep-var-mi, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 4968 karakter,,hayir
doc-796b0b20504a,1e40a558ba75fd4b5eb2b620a1f92c978422705464994af082aa55d7eb62345a,source-0431,Sağlık ve biyoteknoloji dikeyi,ortak-havuz,ana-sayfa,,"giris-engeli, talep-var-mi",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 4634 karakter,,hayir
doc-ce17a0e9d2d5,8d83748b7bb550688ba57d09e0c551a3601f664b05e0e61fa2b20cab71ae222f,source-0431,Sağlık ve biyoteknoloji dikeyi,ortak-havuz,besleme,,"giris-engeli, talep-var-mi",besleme,yöntem rss_feed,yöntem rss_feed,,evet
doc-ea089cb77bf8,29cbcba66bb0d9f7305d1a95414d409d5b51b320e25d50981f4498fb5bf57f8c,source-0520,Oyun dikeyi,consumer-mobile-web,ana-sayfa,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 9535 karakter,dil belirlenemedi,hayir
doc-2b2589260209,9536d93128740414115ffcf29219ed91aa4955d94f685b8d2fa983a70a95ae80,source-0237,Reklam kütüphaneleri ve pazarlama sinyalleri,ortak-havuz,ana-sayfa,,ulasilabilir-mi,js-kabugu,URL yolu kök ve kayıt/liste/fiyat işareti yok,400000 bayt HTML ama görünür metin 172 karakter,dil belirlenemedi,hayir
doc-212afa6ee991,c7f67bcd948e7ed913b9afbd77abc6dde4bf569bbc0cc26e94c9b6854068e298,source-0617,"Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları",b2b-saas,sitemap,,"doygun-mu, odeme-istegi",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-d48721b95e20,2ecf997df2bd0f0400e944c4f5724b9f7ecdf9d1c8e440561f53ceb2c9f1e089,source-0235,"Trafik, SEO, anahtar kelime ve trend, Yapay zekâ modeli, veri seti ve agent ekosistemi",developer-tool,ana-sayfa,,"birim-maliyet, doygun-mu, lisans-modeli, odeme-istegi, rakip-kim, talep-var-mi, talep-yonu",js-kabugu,URL yolu kök ve kayıt/liste/fiyat işareti yok,400000 bayt HTML ama görünür metin 0 karakter,dil belirlenemedi,hayir
doc-e82316b4525e,b61211812997c8ce683ca2567b151516cd0cee521004722ee6bc23a20a341daf,source-0214,"Trafik, SEO, anahtar kelime ve trend",ortak-havuz,ana-sayfa,,"talep-var-mi, talep-yonu",arsiv,URL yolu kök ve kayıt/liste/fiyat işareti yok,"Common Crawl kopyası, görünür metin 11960 karakter",,hayir
doc-34a931d5be96,ca8bf73f1108772f08664990183cbeced6639e24bfdaccfde4004ceaec2585de,source-0097,Mobil uygulama mağazaları,consumer-mobile-web,belirsiz,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi, rakip-kim, sikayet-ne, talep-var-mi, talep-yonu",js-kabugu,"URL yolu '/store/games' kök değil ama kayıt, liste, yorum ya da fiyat işareti taşımıyor",400000 bayt HTML ama görünür metin 0 karakter,belge türü belirlenemedi,hayir
doc-b07dfa5b9f25,ab6f46e4f1fff65a31be9a83b9b65819daec6bc86d3f8d84d6e8e6331bc8c2a4,source-0097,Mobil uygulama mağazaları,consumer-mobile-web,sitemap,,"doygun-mu, kesfedilebilirlik, odeme-istegi, platform-politikasi, rakip-kim, sikayet-ne, talep-var-mi, talep-yonu",aday-kesif,yöntem sitemap_xml,yöntem sitemap_xml,dil belirlenemedi,hayir
doc-e3a859deeda9,3888f2732b7afb662b5b6cc5874d814d62539b2db4e2a77224cfc766a9a5e255,source-0321,Akademik araştırma ve bilimsel yayınlar,ortak-havuz,ana-sayfa,,"giris-engeli, talep-yonu",gercek-icerik,URL yolu kök ve kayıt/liste/fiyat işareti yok,görünür metin 1178 karakter,,hayir
